Equipment_Name,MAC,IP,Device_Category,Device_Type,Notes,Status_Check,SNMP_Community,SNMP_Version,Network_Location_ID
1076 Farm Rd 35 C9 .96,0A:00:3E:92:1B:E4,10.1.76.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C9 .95,0A:00:3E:92:20:97,10.1.76.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C9 .94,0A:00:3E:92:28:AE,10.1.76.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C9 .93,0A:00:3E:90:A6:02,10.1.76.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C9 .92,0A:00:3E:90:F0:17,10.1.76.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C9 .91,0A:00:3E:92:1D:E4,10.1.76.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 NBM5 .59,68:72:51:37:9E:4F,10.1.76.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,140
1076 Farm Rd 35 C2 .26,0A:00:3E:23:AE:B9,10.1.76.26,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 RTR,00:00:00:00:00:0A,10.1.76.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C2 .23,0A:00:3E:23:AE:F6,10.1.76.23,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C2 .21,0A:00:3E:26:73:43,10.1.76.21,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 C2 .20,0A:00:3E:26:1B:A1,10.1.76.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 UPS,00:00:00:00:00:0A,10.1.76.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,140
1076 Farm Rd 35 AF5x .131,06:18:D6:E3:B9:DF,10.1.76.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,140
1076 Farm Rd 35 AF5x .130,06:18:D6:E3:B0:18,10.1.76.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,140
1076 Farm Rd 35 SiteMonitor,00:00:00:00:00:0A,10.1.76.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,140
1007 Crighton NSM5 .53,80:2A:A8:31:00:17,10.1.7.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,44
1007 Crighton PMP 100,0A:00:3E:04:90:DC,10.1.7.139,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,44
1007 Crighton Netonix .10,00:00:00:00:00:0A,10.1.7.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,44
1069 Bolivar C5 .59,0A:00:3E:03:20:C2,10.1.69.59,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar RM5 .55,44:D9:E7:45:C4:78,10.1.69.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,133
1069 Bolivar RM5 .53,44:D9:E7:2F:FB:CB,10.1.69.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,133
1069 Bolivar RM5 .51,44:D9:E7:71:82:FD,10.1.69.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,133
1069 Bolivar RTR,00:00:00:00:00:0A,10.1.69.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar C2 .20,0A:00:3E:27:95:C7,10.1.69.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar UPS,00:00:00:00:00:0A,10.1.69.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar 10.69.200.3 BHS,0A:00:3E:B2:EC:BC,10.1.69.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar 057 Morrisville t 69 Bolivar BHM,0A:00:3E:B2:E6:03,10.1.69.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,133
1069 Bolivar CMM,00:00:00:00:00:0A,10.1.69.10,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,133
1058 Austin C9 .90,0A:00:3E:92:11:1F,10.1.58.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,64
1058 Austin RM5 .50,44:D9:E7:2F:FB:EC,10.1.58.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,64
1058 Austin PMP 450,0A:00:3E:47:EC:1D,10.1.58.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,64
1057 Morrisville C9 .96,0A:00:3E:94:45:3B,10.1.57.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C9 .95,0A:00:3E:92:1E:3A,10.1.57.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C9 .94,0A:00:3E:90:A8:D6,10.1.57.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C9 .93,0A:00:3E:90:CE:4B,10.1.57.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C9 .92,0A:00:3E:90:48:57,10.1.57.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C9 .91,0A:00:3E:96:0F:55,10.1.57.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville RTR,00:00:00:00:00:0A,10.1.57.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C2 .24,0A:00:3E:25:22:EC,10.1.57.24,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville C2 .20,0A:00:3E:27:AF:30,10.1.57.20,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville UPS,00:00:00:00:00:0A,10.1.57.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,63
1057 Morrisville AF5x .139,06:18:D6:E3:D1:E5,10.1.57.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,63
1057 Morrisville AF5x .138,06:18:D6:E3:D0:86,10.1.57.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,63
1057 Morrisville Netonix .10,00:00:00:00:00:0A,10.1.57.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,63
1056 Cox Hospital C9 .90,0A:00:3E:91:53:67,10.1.56.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,62
1056 Cox Hospital RM5 .50,F0:9F:C2:43:FC:E5,10.1.56.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,62
1056 Cox Hospital RM2 .20,68:72:51:03:0F:81,10.1.56.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,62
1056 Cox Hospital C5 .131,0A:00:3E:39:62:85,10.1.56.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,62
1056 Cox Hospital C5 .130,0A:00:3E:39:03:40,10.1.56.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,62
1056 Cox Hospital Netonix .10,00:00:00:00:00:0A,10.1.56.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,62
1049 Wright Verona C9 .95,0A:00:3E:95:15:74,10.1.49.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona C9 .94,0A:00:3E:94:3E:E3,10.1.49.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona C9 .90,0A:00:3E:93:01:C7,10.1.49.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona RM5 .50,44:D9:E7:C1:12:C5,10.1.49.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,55
1049 Wright Verona UPS,00:00:00:00:00:0A,10.1.49.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona C5 .131,0A:00:3E:39:07:47,10.1.49.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona C5 .130,0A:00:3E:39:04:E0,10.1.49.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,55
1049 Wright Verona SiteMonitor,00:00:00:00:00:0A,10.1.49.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,55
1046 Stotts City C9 .90,0A:00:3E:90:F7:B2,10.1.46.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,52
1046 Stotts City PBEM5 .51,44:D9:E7:C3:50:D3,10.1.46.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,52
1046 Stotts City RM2 .20,DC:9F:DB:6F:99:F6,10.1.46.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,52
1046 Stotts City UPS,00:00:00:00:00:0A,10.1.46.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,52
1046 Stotts City AF5x .131,06:18:D6:E3:B9:94,10.1.46.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,52
1046 Stotts City AF5x .130,06:18:D6:E3:B0:7B,10.1.46.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,52
1046 Stotts City Netonix .10,00:00:00:00:00:0A,10.1.46.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,52
1045 Freistatt C9 .95,0A:00:3E:90:3E:A0,10.1.45.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C9 .92,0A:00:3E:90:43:8F,10.1.45.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C9 .90,0A:00:3E:91:FD:6F,10.1.45.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt NBM5 .59,68:72:51:37:A1:83,10.1.45.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,51
1045 Freistatt C5 .56,0A:00:3E:04:59:DC,10.1.45.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C5 .55,0A:00:3E:03:40:8F,10.1.45.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C5 .54,0A:00:3E:03:05:4D,10.1.45.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C5 .53,0A:00:3E:03:65:4F,10.1.45.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C5 .52,0A:00:3E:01:50:D5,10.1.45.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt C5 .51,0A:00:3E:04:9E:9B,10.1.45.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt NSM365 .35,68:72:51:0D:60:E7,10.1.45.35,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,51
1045 Freistatt RTR,00:00:00:00:00:0A,10.1.45.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt 045 Freistatt BHS to 043 NWT BHM,0A:00:3E:B0:EE:45,10.1.45.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt 043 NWT BHM to 045 Freistatt BHS,0A:00:3E:B0:EA:75,10.1.45.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt RTR,00:00:00:00:00:0A,10.1.45.11,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,51
1045 Freistatt Netonix .10,00:00:00:00:00:0A,10.1.45.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,51
1044 Pierce City C9 .96,0A:00:3E:91:B1:8B,10.1.44.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C9 .95,0A:00:3E:93:C5:87,10.1.44.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C9 .94,0A:00:3E:91:28:28,10.1.44.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C9 .91,0A:00:3E:91:04:03,10.1.44.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C9 .90,0A:00:3E:94:0B:1C,10.1.44.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C5 .51,0A:00:3E:03:9F:DB,10.1.44.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C5 .50,0A:00:3E:04:84:9B,10.1.44.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City RM2 .21,68:72:51:41:3F:D4,10.1.44.21,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,50
1044 Pierce City UPS,00:00:00:00:00:0A,10.1.44.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C5 .131,0A:00:3E:B0:4E:CE,10.1.44.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,50
1044 Pierce City C5 .130,0A:00:3E:B0:A1:A1,10.1.44.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,50
1043 Monett N C9 .96,0A:00:3E:90:59:03,10.1.43.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N C9 .95,0A:00:3E:90:8D:9E,10.1.43.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N C9 .93,0A:00:3E:92:29:30,10.1.43.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N C9 .92,0A:00:3E:90:89:B7,10.1.43.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N C9 .91,0A:00:3E:92:7E:15,10.1.43.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N RM5 .55,44:D9:E7:71:81:7A,10.1.43.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,49
1043 Monett N RM5 .53,44:D9:E7:71:81:C5,10.1.43.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,49
1043 Monett N RM5 .51,44:D9:E7:71:81:CB,10.1.43.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,49
1043 Monett N C5 .50,0A:00:3E:03:37:7B,10.1.43.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,49
1043 Monett N RTR,00:00:00:00:00:0A,10.1.43.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,49
1043 Monett N Netonix .11,00:00:00:00:00:0A,10.1.43.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,49
1043 Monett N SiteMonitor,00:00:00:00:00:0A,10.1.43.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,49
1042 Monett E RM5 .55,80:2A:A8:6D:C0:65,10.1.42.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E PBEM5 .54,80:2A:A8:63:F0:50,10.1.42.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E RM5 .53,44:D9:E7:71:82:69,10.1.42.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E RM5 .51,44:D9:E7:D1:8D:01,10.1.42.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E C5 .50,0A:00:3E:04:F9:CD,10.1.42.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,47
1042 Monett E NSM365 .44,68:72:51:6B:CC:54,10.1.42.44,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E NBM365 .43,68:72:51:65:6D:A5,10.1.42.43,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,47
1042 Monett E RTR,00:00:00:00:00:0A,10.1.42.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,47
1042 Monett E UPS,00:00:00:00:00:0A,10.1.42.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,47
1042 Monett E Netonix .10,00:00:00:00:00:0A,10.1.42.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,47
1041 AgForte C9+ .94,0A:00:3E:45:91:4A,10.1.41.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C9+ .93,0A:00:3E:45:90:84,10.1.41.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C9+ .92,0A:00:3E:45:90:7A,10.1.41.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C9+ .91,0A:00:3E:45:91:61,10.1.41.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .56,0A:00:3E:01:22:8D,10.1.41.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .55,0A:00:3E:01:23:57,10.1.41.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .54,0A:00:3E:10:16:E2,10.1.41.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .53,0A:00:3E:03:6E:53,10.1.41.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .52,0A:00:3E:03:19:5C,10.1.41.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte C5 .51,0A:00:3E:01:23:77,10.1.41.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte RTR,00:00:00:00:00:0A,10.1.41.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,48
1041 AgForte RM2 .20,68:72:51:65:7F:F0,10.1.41.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,48
1041 AgForte UPS,00:00:00:00:00:0A,10.1.41.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,48
1041 AgForte AF5x .139,06:18:D6:E3:D1:E6,10.1.41.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,48
1041 AgForte AF5x .138,82:2A:A8:CE:32:1B,10.1.41.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,48
1041 AgForte 041 Ag Forte f 050 Lowes BHS,0A:00:3E:B2:7A:30,10.1.41.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte 050 Lowes t 041 AgForte BHM,0A:00:3E:B2:7A:0D,10.1.41.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,48
1041 AgForte Netonix .12,00:00:00:00:00:0A,10.1.41.12,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,48
1041 AgForte CMM,00:00:00:00:00:0A,10.1.41.11,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,48
1041 AgForte Netonix .10,00:00:00:00:00:0A,10.1.41.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,48
1040 Ham C9 .92,0A:00:3E:91:B8:CA,10.1.40.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,46
1040 Ham C9 .90,0A:00:3E:96:0F:4D,10.1.40.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,46
1040 Ham C5 .54,0A:00:3E:04:BE:4A,10.1.40.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,46
1040 Ham C5 .50,0A:00:3E:03:98:99,10.1.40.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,46
1040 Ham RM2 .20,68:72:51:43:FB:1C,10.1.40.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,46
1040 Ham UPS,00:00:00:00:00:0A,10.1.40.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,46
1040 Ham C5 .131,0A:00:3E:39:6A:33,10.1.40.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,46
1040 Ham C5 .130,0A:00:3E:39:03:03,10.1.40.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,46
1040 Ham SiteMonitor,00:00:00:00:00:0A,10.1.40.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,46
1039 Verona C9 .90,0A:00:3E:92:6F:45,10.1.39.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,45
1039 Verona C5 .50,0A:00:3E:04:30:30,10.1.39.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,45
1039 Verona NSM2 .21,68:72:51:29:D8:FF,10.1.39.21,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,45
1039 Verona UPS,00:00:00:00:00:0A,10.1.39.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,45
1039 Verona C5 .131,0A:00:3E:B0:A0:F2,10.1.39.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,45
1039 Verona C5 .130,0A:00:3E:B0:A2:04,10.1.39.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,45
1039 Verona Netonix .10,00:00:00:00:00:0A,10.1.39.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,45
1037 Tyson Feed C9 .96,0A:00:3E:92:68:1F,10.1.37.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C9 .95,0A:00:3E:93:14:33,10.1.37.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C9 .94,0A:00:3E:95:CD:1D,10.1.37.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C9 .93,0A:00:3E:94:0C:33,10.1.37.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C9 .92,0A:00:3E:92:F3:D7,10.1.37.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C9 .91,0A:00:3E:94:E8:63,10.1.37.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed NSM5 .55,44:D9:E7:C3:06:CD,10.1.37.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,43
1037 Tyson Feed RM5 .53,44:D9:E7:DF:6A:80,10.1.37.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,43
1037 Tyson Feed RM5 .52,44:D9:E7:D1:8A:8B,10.1.37.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,43
1037 Tyson Feed C5 .51,0A:00:3E:04:10:D1,10.1.37.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed C5 .50,0A:00:3E:04:E9:46,10.1.37.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed RTR,00:00:00:00:00:0A,10.1.37.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed UPS,00:00:00:00:00:0A,10.1.37.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,43
1037 Tyson Feed SiteMonitor,00:00:00:00:00:0A,10.1.37.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,43
1036 Bois DArc C9+ .94,0A:00:3E:45:91:57,10.1.36.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C9+ .93,0A:00:3E:45:91:7A,10.1.36.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C9+ .92,0A:00:3E:45:91:E2,10.1.36.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C9+ .91,0A:00:3E:45:91:3A,10.1.36.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .56,0A:00:3E:03:2B:B5,10.1.36.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .55,0A:00:3E:03:2B:76,10.1.36.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .54,0A:00:3E:01:45:D5,10.1.36.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .53,0A:00:3E:04:78:A7,10.1.36.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .52,0A:00:3E:04:9D:F4,10.1.36.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C5 .51,0A:00:3E:00:F6:55,10.1.36.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc NSM365 .30,00:27:22:95:F9:0F,10.1.36.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,42
1036 Bois DArc RTR,00:00:00:00:00:0A,10.1.36.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C2+ .22,0A:00:3E:48:13:4F,10.1.36.22,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc RTR,00:00:00:00:00:0A,10.1.36.218,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc RTR,00:00:00:00:00:0A,10.1.36.217,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc NSM5 .210,80:2A:A8:75:3B:2F,10.1.36.210,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,42
1036 Bois DArc RTR,00:00:00:00:00:0A,10.1.36.209,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,42
1036 Bois DArc C2+ .20,0A:00:3E:47:D4:57,10.1.36.20,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,42
